name,company,price,original_price,discount,offers,url,page,discount_pct,savings,price_band,high_discount
Men Self Design Zip Neck Polycotton Black T-Shirt,KAJARU,336,999,66,"Buy 2 items, save extra 5%",https://www.flipkart.com/kajaru-self-design-men-zip-neck-black-t-shirt/p/itmfac6653d99aa4?pid=TSHHGFPZFKEPMWSU&lid=LSTTSHHGFPZFKEPMWSUL8DW7A&marketplace=FLIPKART&store=clo%2Fash&srno=b_7_251&otracker=browse&fm=organic&iid=en_hHOXPJTHSLq9JlqFOSZo3eL8EtuQnNNBsnGG75j9bdvoxOTZY4YSzI6eGgNaU9eUnYDU50cyyg6LbZCYpY-XxA%3D%3D&ppt=None&ppn=None&ssid=yrky3ek41c0000001769929019142,7,66.37,663,Budget,1
Men Regular Fit Solid Button Down Collar Casual Shirt,RED TAPE,665,3599,81,Hot Deal,https://www.flipkart.com/red-tape-men-solid-casual-cream-shirt/p/itm0156fcde4db3c?pid=SHTGYGFYUZZV4VCA&lid=LSTSHTGYGFYUZZV4VCA4GVYJP&marketplace=FLIPKART&store=clo%2Fash&srno=b_7_252&otracker=browse&fm=organic&iid=en_hHOXPJTHSLq9JlqFOSZo3eL8EtuQnNNBsnGG75j9bdvZx89-V5Cfgms2u1lNZ4KCd9Wm7nG2heOEzkWWmpdSuWVkv0XZFiOX7bbXdlao_f8%3D&ppt=None&ppn=None&ssid=yrky3ek41c0000001769929019142,7,81.52,2934,Premium,1
Military/Army Style Camouflage Sweatshirt/Sweater for m...,AXOLOTL,437,1350,67,Hot Deal,https://www.flipkart.com/axolotl-self-design-men-v-neck-dark-green-t-shirt/p/itmf525d03938321?pid=TSHFXXZ2RWQFHFYV&lid=LSTTSHFXXZ2RWQFHFYV8CSXB8&marketplace=FLIPKART&store=clo%2Fash&srno=b_7_253&otracker=browse&fm=organic&iid=1a3b5c2c-2341-4f5a-a26e-0651f42e09af.TSHFXXZ2RWQFHFYV.SEARCH&ppt=None&ppn=None&ssid=yrky3ek41c0000001769929019142,7,67.63,913,Budget,1
Men Self Design Round Neck Polyester Dark Green T-Shirt,sti,220,999,77,"Buy 2 items, save extra 5%",https://www.flipkart.com/sti-self-design-men-round-neck-dark-green-t-shirt/p/itm85d49adf9a80f?pid=TSHHGUM6355HXYPJ&lid=LSTTSHHGUM6355HXYPJXM3HG6&marketplace=FLIPKART&store=clo%2Fash&srno=b_7_254&otracker=browse&fm=organic&iid=1a3b5c2c-2341-4f5a-a26e-0651f42e09af.TSHHGUM6355HXYPJ.SEARCH&ppt=None&ppn=None&ssid=yrky3ek41c0000001769929019142,7,77.98,779,Budget,1
Men Regular Fit Solid Casual Shirt,Feel high,393,1299,69,Hot Deal,https://www.flipkart.com/feel-high-men-solid-casual-white-black-shirt/p/itm9fd6c341bb8a8?pid=SHTGGC233MB8JANZ&lid=LSTSHTGGC233MB8JANZTNPMQT&marketplace=FLIPKART&store=clo%2Fash&srno=b_7_255&otracker=browse&fm=organic&iid=en_hHOXPJTHSLq9JlqFOSZo3eL8EtuQnNNBsnGG75j9bdub5IcX3t99WhLhI0EGK2DzWgIavL9PENtMF-XIuDP0zA%3D%3D&ppt=None&ppn=None&ssid=yrky3ek41c0000001769929019142,7,69.75,906,Budget,1
Men Slim Fit Solid Spread Collar Casual Shirt,FUBAR,234,2098,88,Hot Deal,https://www.flipkart.com/fubar-men-solid-casual-light-green-shirt/p/itm84d451877e93a?pid=SHTGVUS8TFZW5TRS&lid=LSTSHTGVUS8TFZW5TRSMP2O1T&marketplace=FLIPKART&store=clo%2Fash&srno=b_7_256&otracker=browse&fm=organic&iid=1a3b5c2c-2341-4f5a-a26e-0651f42e09af.SHTGVUS8TFZW5TRS.SEARCH&ppt=None&ppn=None&ssid=yrky3ek41c0000001769929019142,7,88.85,1864,Budget,1
Men Regular Fit Solid Button Down Collar Formal Shirt,DEEMOON,360,1499,75,"Buy 2 items, save extra 5%",https://www.flipkart.com/deemoon-men-solid-formal-pink-shirt/p/itm389495269b40a?pid=SHTH7ECYTSQPGXBQ&lid=LSTSHTH7ECYTSQPGXBQYQGZYZ&marketplace=FLIPKART&store=clo%2Fash&srno=b_7_257&otracker=browse&fm=organic&iid=en_hHOXPJTHSLq9JlqFOSZo3eL8EtuQnNNBsnGG75j9bdvldaZPM-czqhn5k8x1QJQFWu3Ti8SBxm5jNmpaH7WD4A%3D%3D&ppt=None&ppn=None&ssid=yrky3ek41c0000001769929019142,7,75.98,1139,Budget,1
"Pack of 2 Men Striped Polo Neck Cotton Blend Green, Mul...",rggarment,421,1699,75,Hot Deal,https://www.flipkart.com/rggarment-striped-men-polo-neck-green-multicolor-t-shirt/p/itm31059ead53f93?pid=TSHH5FZ4YXVHTXKJ&lid=LSTTSHH5FZ4YXVHTXKJIWBTKL&marketplace=FLIPKART&store=clo%2Fash&srno=b_7_258&otracker=browse&fm=organic&iid=en_hHOXPJTHSLq9JlqFOSZo3eL8EtuQnNNBsnGG75j9bdu8yF-9X6AVdtSDkPnIPWE2tG1XiHBuu4Eef08R4289m_UFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=yrky3ek41c0000001769929019142,7,75.22,1278,Budget,1
Men Solid Polo Neck Pure Cotton White T-Shirt,LOUIS PHILIPPE,884,1499,41,Hot Deal,https://www.flipkart.com/louis-philippe-solid-men-polo-neck-white-t-shirt/p/itme3e539c421557?pid=TSHGSUVCHP4Z5WZA&lid=LSTTSHGSUVCHP4Z5WZATAWPZ6&marketplace=FLIPKART&store=clo%2Fash&srno=b_7_259&otracker=browse&fm=organic&iid=1a3b5c2c-2341-4f5a-a26e-0651f42e09af.TSHGSUVCHP4Z5WZA.SEARCH&ppt=None&ppn=None&ssid=yrky3ek41c0000001769929019142,7,41.03,615,Premium,0
Men Printed Polo Neck Cotton Blend Black T-Shirt,Jump Cuts,368,1799,79,"Buy 2 items, save extra 5%",https://www.flipkart.com/jump-cuts-printed-men-polo-neck-black-t-shirt/p/itm52901c5d06e76?pid=TSHHBYQTSGBGVEXG&lid=LSTTSHHBYQTSGBGVEXGTYCC11&marketplace=FLIPKART&store=clo%2Fash&srno=b_7_260&otracker=browse&fm=organic&iid=1a3b5c2c-2341-4f5a-a26e-0651f42e09af.TSHHBYQTSGBGVEXG.SEARCH&ppt=None&ppn=None&ssid=yrky3ek41c0000001769929019142,7,79.54,1431,Budget,1
"Pack of 4 Men Solid Round Neck Polyester Silver, Blue, ...",FTX,392,1499,73,Hot Deal,https://www.flipkart.com/ftx-solid-men-round-neck-silver-blue-black-grey-t-shirt/p/itm39275afebb5b2?pid=TSHGEMGVQZ2TS6MF&lid=LSTTSHGEMGVQZ2TS6MFIZ62F2&marketplace=FLIPKART&store=clo%2Fash&srno=b_7_261&otracker=browse&fm=organic&iid=en_hHOXPJTHSLq9JlqFOSZo3eL8EtuQnNNBsnGG75j9bdvolkcUYZhPeJw1SSGdKToPDCor5tUmmBZCcHUjxlpm-fUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=yrky3ek41c0000001769929019142,7,73.85,1107,Budget,1
Pack of 3 Men Solid Round Neck Cotton Blend Multicolor ...,BLIVE,475,1999,76,Hot Deal,https://www.flipkart.com/blive-solid-men-round-neck-multicolor-t-shirt/p/itm2efe30e830368?pid=TSHH7ZEGYTGCVTG8&lid=LSTTSHH7ZEGYTGCVTG8W945VX&marketplace=FLIPKART&store=clo%2Fash&srno=b_7_262&otracker=browse&fm=organic&iid=en_hHOXPJTHSLq9JlqFOSZo3eL8EtuQnNNBsnGG75j9bduJ5MBm4Xa7K4j2xcI-w-V3jCeSp8AMLyfhW8J_mMmpJo06z3QAm4-AoFL_C4Jep-g%3D&ppt=None&ppn=None&ssid=yrky3ek41c0000001769929019142,7,76.24,1524,Budget,1
Men Printed Round Neck Cotton Blend Black T-Shirt,Smosh,210,1999,89,Hot Deal,https://www.flipkart.com/smosh-printed-men-round-neck-black-t-shirt/p/itm6565415dd15e8?pid=TSHHBV624WHNVGGW&lid=LSTTSHHBV624WHNVGGWVVAH8G&marketplace=FLIPKART&store=clo%2Fash&srno=b_7_263&otracker=browse&fm=organic&iid=1a3b5c2c-2341-4f5a-a26e-0651f42e09af.TSHHBV624WHNVGGW.SEARCH&ppt=None&ppn=None&ssid=yrky3ek41c0000001769929019142,7,89.49,1789,Budget,1
Men Striped Polo Neck Cotton Blend Blue T-Shirt,TB Blue,255,1299,80,Hot Deal,https://www.flipkart.com/tb-blue-striped-men-polo-neck-t-shirt/p/itmd77cc513d28bb?pid=TSHHFDZKEEQYYFBW&lid=LSTTSHHFDZKEEQYYFBWLPER4R&marketplace=FLIPKART&store=clo%2Fash&srno=b_7_264&otracker=browse&fm=organic&iid=1a3b5c2c-2341-4f5a-a26e-0651f42e09af.TSHHFDZKEEQYYFBW.SEARCH&ppt=None&ppn=None&ssid=yrky3ek41c0000001769929019142,7,80.37,1044,Budget,1
Men Slim Fit Self Design Spread Collar Casual Shirt,PEARL OCEAN,328,999,67,Hot Deal,https://www.flipkart.com/pearl-ocean-men-self-design-casual-black-shirt/p/itm649b9877287ac?pid=SHTG9YS6BC5JEDPY&lid=LSTSHTG9YS6BC5JEDPYDJHC6A&marketplace=FLIPKART&store=clo%2Fash&srno=b_7_265&otracker=browse&fm=organic&iid=en_hHOXPJTHSLq9JlqFOSZo3eL8EtuQnNNBsnGG75j9bdt0__fykRmKsxcmtcx9YRrWHy69wQ7u8toNfjgbYkRRTw%3D%3D&ppt=None&ppn=None&ssid=yrky3ek41c0000001769929019142,7,67.17,671,Budget,1
Men Regular Fit Solid Spread Collar Casual Shirt,METRONAUT PLUS,459,2699,82,Hot Deal,https://www.flipkart.com/metronaut-plus-men-solid-casual-light-green-shirt/p/itmdb826028057bd?pid=SHTH4QSVATVHQ9WB&lid=LSTSHTH4QSVATVHQ9WBXMYKCY&marketplace=FLIPKART&store=clo%2Fash&srno=b_7_266&otracker=browse&fm=organic&iid=1a3b5c2c-2341-4f5a-a26e-0651f42e09af.SHTH4QSVATVHQ9WB.SEARCH&ppt=None&ppn=None&ssid=yrky3ek41c0000001769929019142,7,82.99,2240,Budget,1
Men Solid Polo Neck Polyester Blue T-Shirt,3BROS,246,999,75,Hot Deal,https://www.flipkart.com/3bros-solid-men-polo-neck-blue-t-shirt/p/itm448f44473c415?pid=TSHH9PCNWX8BU8EY&lid=LSTTSHH9PCNWX8BU8EYDMPFXT&marketplace=FLIPKART&store=clo%2Fash&srno=b_7_267&otracker=browse&fm=organic&iid=en_hHOXPJTHSLq9JlqFOSZo3eL8EtuQnNNBsnGG75j9bdu5j0pGeyYcNW_iWTmQBOBbjNr68YvFglFThRNhN_mkPg%3D%3D&ppt=None&ppn=None&ssid=yrky3ek41c0000001769929019142,7,75.38,753,Budget,1
Men Regular Fit Striped Spread Collar Formal Shirt,MILDIN,446,1999,77,Hot Deal,https://www.flipkart.com/mildin-men-striped-formal-grey-shirt/p/itm76b19011532d7?pid=SHTH9XDWWJUWXJGP&lid=LSTSHTH9XDWWJUWXJGPGYMUGK&marketplace=FLIPKART&store=clo%2Fash&srno=b_7_268&otracker=browse&fm=organic&iid=en_hHOXPJTHSLq9JlqFOSZo3eL8EtuQnNNBsnGG75j9bdvLiZjFnWN-RFRBZQ0I_U7nJ_j_WRCxvdjOvGM8L2819w%3D%3D&ppt=None&ppn=None&ssid=yrky3ek41c0000001769929019142,7,77.69,1553,Budget,1
Men Regular Fit Solid Spread Collar Party Shirt,VezVoR,315,1499,78,Hot Deal,https://www.flipkart.com/vezvor-men-solid-party-green-shirt/p/itmcf244f6985881?pid=SHTHFYBN9YBV7Z8N&lid=LSTSHTHFYBN9YBV7Z8NCXDVJA&marketplace=FLIPKART&store=clo%2Fash&srno=b_7_269&otracker=browse&fm=organic&iid=1a3b5c2c-2341-4f5a-a26e-0651f42e09af.SHTHFYBN9YBV7Z8N.SEARCH&ppt=None&ppn=None&ssid=yrky3ek41c0000001769929019142,7,78.99,1184,Budget,1
Men Striped High Neck Wool Blend White T-Shirt,HouseOfCommon,175,999,82,Hot Deal,https://www.flipkart.com/houseofcommon-striped-men-high-neck-white-t-shirt/p/itmc7787f31b1d29?pid=TSHH4Y7U3DBCH72B&lid=LSTTSHH4Y7U3DBCH72BDRY722&marketplace=FLIPKART&store=clo%2Fash&srno=b_7_270&otracker=browse&fm=organic&iid=1a3b5c2c-2341-4f5a-a26e-0651f42e09af.TSHH4Y7U3DBCH72B.SEARCH&ppt=None&ppn=None&ssid=yrky3ek41c0000001769929019142,7,82.48,824,Budget,1
Men Solid Round Neck Nylon Black T-Shirt,NINQ,289,749,61,Hot Deal,https://www.flipkart.com/ninq-solid-men-round-neck-black-t-shirt/p/itm22792ec0f2e87?pid=TSHHFVCT8XVBTAJV&lid=LSTTSHHFVCT8XVBTAJVYC6WWV&marketplace=FLIPKART&store=clo%2Fash&srno=b_7_271&otracker=browse&fm=organic&iid=en_hHOXPJTHSLq9JlqFOSZo3eL8EtuQnNNBsnGG75j9bdufL7VAhFw8dOrz_c2tt8_wAcQWea_vptjmI_iWYQjhxPUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=yrky3ek41c0000001769929019142,7,61.42,460,Budget,1
Men Solid Mandarin Collar Cotton Blend Black T-Shirt,TRIPR,212,1999,89,Hot Deal,https://www.flipkart.com/tripr-solid-men-mandarin-collar-black-t-shirt/p/itm7dd5187e59102?pid=TSHHFKDVHNHZEZPA&lid=LSTTSHHFKDVHNHZEZPAUD2PN3&marketplace=FLIPKART&store=clo%2Fash&srno=b_7_272&otracker=browse&fm=organic&iid=en_hHOXPJTHSLq9JlqFOSZo3eL8EtuQnNNBsnGG75j9bdtNxrnO2FcVuZLhxLm2ls003cXnCtVFOxvQtyjguC8ZNh7zrT4gkWAkPCdPBnPCejA%3D&ppt=None&ppn=None&ssid=yrky3ek41c0000001769929019142,7,89.39,1787,Budget,1
"Pack of 2 Men Solid Polo Neck Polyester Light Blue, Yel...",RYTONZ,399,1138,64,Hot Deal,https://www.flipkart.com/rytonz-solid-men-polo-neck-light-blue-yellow-t-shirt/p/itm9b9b9d6901e21?pid=TSHGE725XQQ7JHYV&lid=LSTTSHGE725XQQ7JHYVYVIWWU&marketplace=FLIPKART&store=clo%2Fash&srno=b_7_273&otracker=browse&fm=organic&iid=1a3b5c2c-2341-4f5a-a26e-0651f42e09af.TSHGE725XQQ7JHYV.SEARCH&ppt=None&ppn=None&ssid=yrky3ek41c0000001769929019142,7,64.94,739,Budget,1
Men Solid Mandarin Collar Polycotton Blue T-Shirt,N AND J,279,699,60,"Buy 2 items, save extra 5%",https://www.flipkart.com/n-j-solid-men-mandarin-collar-blue-t-shirt/p/itm5668c20b9e5bb?pid=TSHH5Y52WZJWUWTG&lid=LSTTSHH5Y52WZJWUWTGHL0HYW&marketplace=FLIPKART&store=clo%2Fash&srno=b_7_274&otracker=browse&fm=organic&iid=1a3b5c2c-2341-4f5a-a26e-0651f42e09af.TSHH5Y52WZJWUWTG.SEARCH&ppt=None&ppn=None&ssid=yrky3ek41c0000001769929019142,7,60.09,420,Budget,1
Men Regular Fit Striped Button Down Collar Casual Shirt,DEEMOON,280,1999,85,Hot Deal,https://www.flipkart.com/deemoon-men-striped-casual-white-shirt/p/itm7d9a39163a84e?pid=SHTH4K2XNEWZY7AJ&lid=LSTSHTH4K2XNEWZY7AJ3JU8P3&marketplace=FLIPKART&store=clo%2Fash&srno=b_7_275&otracker=browse&fm=organic&iid=en_hHOXPJTHSLq9JlqFOSZo3eL8EtuQnNNBsnGG75j9bdvNliLjZLGwi77ErrsgzyGl2UPbhbwdKRF7I2d45Ouwmg%3D%3D&ppt=None&ppn=None&ssid=yrky3ek41c0000001769929019142,7,85.99,1719,Budget,1
Men Solid Polo Neck Polyester Beige T-Shirt,3BROS,243,999,75,Hot Deal,https://www.flipkart.com/3bros-solid-men-polo-neck-beige-t-shirt/p/itm067f902bf530b?pid=TSHH22ACZY9MTSRZ&lid=LSTTSHH22ACZY9MTSRZWFBVQU&marketplace=FLIPKART&store=clo%2Fash&srno=b_7_276&otracker=browse&fm=organic&iid=1a3b5c2c-2341-4f5a-a26e-0651f42e09af.TSHH22ACZY9MTSRZ.SEARCH&ppt=None&ppn=None&ssid=yrky3ek41c0000001769929019142,7,75.68,756,Budget,1
"Men Striped Round Neck Polyester Grey, White T-Shirt",Force,243,1999,87,Hot Deal,https://www.flipkart.com/force-striped-men-round-neck-grey-white-t-shirt/p/itm18766c14e265d?pid=TSHH6TZKK6GDWGXX&lid=LSTTSHH6TZKK6GDWGXXBIQBLD&marketplace=FLIPKART&store=clo%2Fash&srno=b_7_277&otracker=browse&fm=organic&iid=en_hHOXPJTHSLq9JlqFOSZo3eL8EtuQnNNBsnGG75j9bduPH_M_nO4zEKnd1L7_YjEUTLP-Pmb2Tn_PFByBC8C4kg%3D%3D&ppt=None&ppn=None&ssid=yrky3ek41c0000001769929019142,7,87.84,1756,Budget,1
Self Design Men Round Neck Polycotton Grey T-Shirt,METRONAUT,265,1999,86,No Offer,https://www.flipkart.com/metronaut-self-design-men-round-neck-grey-t-shirt/p/itmd93c1fad3a0ed?pid=TSHGMGFWR6JVTNFG&lid=LSTTSHGMGFWR6JVTNFGQKBWGE&marketplace=FLIPKART&store=clo%2Fash&srno=b_7_278&otracker=browse&fm=organic&iid=en_hHOXPJTHSLq9JlqFOSZo3eL8EtuQnNNBsnGG75j9bdvs8n0zAk_Xwel4v4kxWucY0bVGd4c0GHsJjOJNrkvdNPUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=yrky3ek41c0000001769929019142,7,86.74,1734,Budget,1
Men Solid Polo Neck Polyester Black T-Shirt,VeBNoR,220,999,77,Hot Deal,https://www.flipkart.com/vebnor-solid-men-polo-neck-black-t-shirt/p/itm40e6bf8aee9b6?pid=TSHHG3DGYFF4DR4A&lid=LSTTSHHG3DGYFF4DR4ATM7VA0&marketplace=FLIPKART&store=clo%2Fash&srno=b_7_279&otracker=browse&fm=organic&iid=1a3b5c2c-2341-4f5a-a26e-0651f42e09af.TSHHG3DGYFF4DR4A.SEARCH&ppt=None&ppn=None&ssid=yrky3ek41c0000001769929019142,7,77.98,779,Budget,1
"Pack of 2 Men Solid Round Neck Cotton Blend Black, Ligh...",Yazole,372,2999,87,"Buy 2 items, save extra 5%",https://www.flipkart.com/yazole-solid-men-round-neck-black-light-blue-t-shirt/p/itm8ca452bf8b0fb?pid=TSHHFKT3GHZD3QCC&lid=LSTTSHHFKT3GHZD3QCCPL3N5Q&marketplace=FLIPKART&store=clo%2Fash&srno=b_7_280&otracker=browse&fm=organic&iid=1a3b5c2c-2341-4f5a-a26e-0651f42e09af.TSHHFKT3GHZD3QCC.SEARCH&ppt=None&ppn=None&ssid=yrky3ek41c0000001769929019142,7,87.6,2627,Budget,1
Men Regular Fit Solid Casual Shirt,Congo Fit,431,999,56,"Buy 2 items, save extra 5%",https://www.flipkart.com/congo-fit-men-solid-casual-light-blue-shirt/p/itm72c9cbcacad51?pid=SHTHJGPERC6ZAVZH&lid=LSTSHTHJGPERC6ZAVZHM7DU1B&marketplace=FLIPKART&store=clo%2Fash&srno=b_8_281&otracker=browse&fm=organic&iid=en_U9rBjqi3p04PdWgmyunmwYBsZjgX1gL7i-SkvoY1DsZtneVocldUceOZzJUZ4efneKiRm8Yd57JAncB0HfDw3Q%3D%3D&ppt=None&ppn=None&ssid=9wgk6i1ue80000001769929024683,8,56.86,568,Budget,1
Pack of 4 Men Solid Round Neck Cotton Blend Multicolor ...,TRIPR,459,1999,77,"Buy 2 items, save extra 5%",https://www.flipkart.com/tripr-solid-men-round-neck-multicolor-t-shirt/p/itmbdcd52a2172b8?pid=TSHH7USMSJHNXAWQ&lid=LSTTSHH7USMSJHNXAWQVAAK7N&marketplace=FLIPKART&store=clo%2Fash&srno=b_8_282&otracker=browse&fm=organic&iid=en_U9rBjqi3p04PdWgmyunmwYBsZjgX1gL7i-SkvoY1DsaGm4Bv-BuPLzerUHJ0BLpldxIICzLGXjDsfQbXFeHSmIQEIsITtCzc4bHaOMTqL08%3D&ppt=None&ppn=None&ssid=9wgk6i1ue80000001769929024683,8,77.04,1540,Budget,1
Men Solid Polo Neck Polyester Grey T-Shirt,VeBNoR,237,999,76,Hot Deal,https://www.flipkart.com/vebnor-solid-men-polo-neck-grey-t-shirt/p/itmfe77ab890eec2?pid=TSHGRSUDDFDYYKGA&lid=LSTTSHGRSUDDFDYYKGACC84EH&marketplace=FLIPKART&store=clo%2Fash&srno=b_8_283&otracker=browse&fm=organic&iid=814ecbec-7ce8-43a2-92d8-30d9607cd874.TSHGRSUDDFDYYKGA.SEARCH&ppt=None&ppn=None&ssid=9wgk6i1ue80000001769929024683,8,76.28,762,Budget,1
"Pack of 2 Men Solid Round Neck Cotton Blend Black, Whit...",Yazole,368,2999,87,"Buy 2 items, save extra 5%",https://www.flipkart.com/yazole-solid-men-round-neck-black-white-t-shirt/p/itm2fe402ca1391a?pid=TSHHFKT3XJFVFDBD&lid=LSTTSHHFKT3XJFVFDBDKU0TMH&marketplace=FLIPKART&store=clo%2Fash&srno=b_8_284&otracker=browse&fm=organic&iid=814ecbec-7ce8-43a2-92d8-30d9607cd874.TSHHFKT3XJFVFDBD.SEARCH&ppt=None&ppn=None&ssid=9wgk6i1ue80000001769929024683,8,87.73,2631,Budget,1
Men Solid Polo Neck Polyester Navy Blue T-Shirt,N AND J,266,799,66,Hot Deal,https://www.flipkart.com/n-j-solid-men-polo-neck-navy-blue-t-shirt/p/itm31cdf23c41b76?pid=TSHGTUHXDZMBYGQG&lid=LSTTSHGTUHXDZMBYGQGVLJFNT&marketplace=FLIPKART&store=clo%2Fash&srno=b_8_285&otracker=browse&fm=organic&iid=en_U9rBjqi3p04PdWgmyunmwYBsZjgX1gL7i-SkvoY1Dsa8UjoDvttmUk9CyYa83LWF23-t89_F_ACNrZG-i_yZ-Q%3D%3D&ppt=None&ppn=None&ssid=9wgk6i1ue80000001769929024683,8,66.71,533,Budget,1
Men Slim Fit Solid Mandarin Collar Casual Shirt,FUBAR,234,2098,88,Hot Deal,https://www.flipkart.com/fubar-men-solid-casual-yellow-shirt/p/itm73420a225de57?pid=SHTGVUSHCH6HWGXZ&lid=LSTSHTGVUSHCH6HWGXZO1RXSC&marketplace=FLIPKART&store=clo%2Fash&srno=b_8_286&otracker=browse&fm=organic&iid=814ecbec-7ce8-43a2-92d8-30d9607cd874.SHTGVUSHCH6HWGXZ.SEARCH&ppt=None&ppn=None&ssid=9wgk6i1ue80000001769929024683,8,88.85,1864,Budget,1
Self Design Men Round Neck Polycotton Dark Green T-Shir...,METRONAUT,235,1999,88,Hot Deal,https://www.flipkart.com/metronaut-self-design-men-round-neck-dark-green-t-shirt/p/itm620c29b9beba4?pid=TSHGMGFWK5SSMFAU&lid=LSTTSHGMGFWK5SSMFAUN8YVAG&marketplace=FLIPKART&store=clo%2Fash&srno=b_8_287&otracker=browse&fm=organic&iid=en_U9rBjqi3p04PdWgmyunmwYBsZjgX1gL7i-SkvoY1DsYNe9ZF_Zdb5xaVwUsTX4c-EV4i3NEsjtmHilBBh8of8g%3D%3D&ppt=None&ppn=None&ssid=9wgk6i1ue80000001769929024683,8,88.24,1764,Budget,1
Men Solid Polo Neck Polyester Purple T-Shirt,N AND J,263,799,67,Hot Deal,https://www.flipkart.com/n-j-solid-men-polo-neck-purple-t-shirt/p/itma67d8119c5ec0?pid=TSHH6XYXVAH6W4CH&lid=LSTTSHH6XYXVAH6W4CH6HJ4IV&marketplace=FLIPKART&store=clo%2Fash&srno=b_8_288&otracker=browse&fm=organic&iid=en_U9rBjqi3p04PdWgmyunmwYBsZjgX1gL7i-SkvoY1DsbHkXmJfvD3UAtWeUgrLJrmLGwDrHmcFu3mXlOX0HtPtw%3D%3D&ppt=None&ppn=None&ssid=9wgk6i1ue80000001769929024683,8,67.08,536,Budget,1
Men Regular Fit Solid Spread Collar Casual Shirt,METRONAUT PLUS,457,1999,77,Hot Deal,https://www.flipkart.com/metronaut-plus-men-solid-casual-white-shirt/p/itmee7ac4af14265?pid=SHTH3WGSST3KXTKE&lid=LSTSHTH3WGSST3KXTKEYLOU2X&marketplace=FLIPKART&store=clo%2Fash&srno=b_8_289&otracker=browse&fm=organic&iid=814ecbec-7ce8-43a2-92d8-30d9607cd874.SHTH3WGSST3KXTKE.SEARCH&ppt=None&ppn=None&ssid=9wgk6i1ue80000001769929024683,8,77.14,1542,Budget,1
Pack of 4 Men Solid Round Neck Polyester Multicolor T-S...,FTX,388,1499,74,Hot Deal,https://www.flipkart.com/ftx-solid-men-round-neck-multicolor-t-shirt/p/itmd06b093b03582?pid=TSHGEHZUXCUN8XY2&lid=LSTTSHGEHZUXCUN8XY2NQEBCW&marketplace=FLIPKART&store=clo%2Fash&srno=b_8_290&otracker=browse&fm=organic&iid=814ecbec-7ce8-43a2-92d8-30d9607cd874.TSHGEHZUXCUN8XY2.SEARCH&ppt=None&ppn=None&ssid=9wgk6i1ue80000001769929024683,8,74.12,1111,Budget,1
Men Self Design Zip Neck Polycotton Black T-Shirt,KAJARU,336,999,66,"Buy 2 items, save extra 5%",https://www.flipkart.com/kajaru-self-design-men-zip-neck-black-t-shirt/p/itmfac6653d99aa4?pid=TSHHGFPZFKEPMWSU&lid=LSTTSHHGFPZFKEPMWSUL8DW7A&marketplace=FLIPKART&store=clo%2Fash&srno=b_8_291&otracker=browse&fm=organic&iid=en_U9rBjqi3p04PdWgmyunmwYBsZjgX1gL7i-SkvoY1DsYiDGpD-UCPX6yVCoB4vi3RaFxt9d_lGllk61BbOCbInw%3D%3D&ppt=None&ppn=None&ssid=9wgk6i1ue80000001769929024683,8,66.37,663,Budget,1
Men Regular Fit Solid Button Down Collar Casual Shirt,RED TAPE,665,3599,81,Hot Deal,https://www.flipkart.com/red-tape-men-solid-casual-cream-shirt/p/itm0156fcde4db3c?pid=SHTGYGFYUZZV4VCA&lid=LSTSHTGYGFYUZZV4VCA4GVYJP&marketplace=FLIPKART&store=clo%2Fash&srno=b_8_292&otracker=browse&fm=organic&iid=en_U9rBjqi3p04PdWgmyunmwYBsZjgX1gL7i-SkvoY1Dsb7R9hc9V9o1eTR4d2ttv4Ud9Wm7nG2heOEzkWWmpdSuWVkv0XZFiOX7bbXdlao_f8%3D&ppt=None&ppn=None&ssid=9wgk6i1ue80000001769929024683,8,81.52,2934,Premium,1
Men Printed Polo Neck Cotton Blend Green T-Shirt,AADAKS SPORTZZ,436,1199,63,"Buy 2 items, save extra 5%",https://www.flipkart.com/aadaks-sportzz-printed-men-polo-neck-green-t-shirt/p/itm6837c03b601e0?pid=TSHHFM4MBSMTXUDH&lid=LSTTSHHFM4MBSMTXUDHJKDDZB&marketplace=FLIPKART&store=clo%2Fash&srno=b_8_293&otracker=browse&fm=organic&iid=814ecbec-7ce8-43a2-92d8-30d9607cd874.TSHHFM4MBSMTXUDH.SEARCH&ppt=None&ppn=None&ssid=9wgk6i1ue80000001769929024683,8,63.64,763,Budget,1
Men Regular Fit Solid Spread Collar Casual Shirt,VeBNoR,308,999,69,Hot Deal,https://www.flipkart.com/vebnor-men-solid-casual-dark-blue-shirt/p/itme9b7bb4745ecb?pid=SHTFVGBT9YGZGHDS&lid=LSTSHTFVGBT9YGZGHDS78INL6&marketplace=FLIPKART&store=clo%2Fash&srno=b_8_294&otracker=browse&fm=organic&iid=814ecbec-7ce8-43a2-92d8-30d9607cd874.SHTFVGBT9YGZGHDS.SEARCH&ppt=None&ppn=None&ssid=9wgk6i1ue80000001769929024683,8,69.17,691,Budget,1
