name,company,price,original_price,discount,offers,url,page,discount_pct,savings,price_band,high_discount
Men Solid Round Neck Cotton Blend Black T-Shirt,TRIPR,175,999,82,Hot Deal,https://www.flipkart.com/tripr-solid-men-round-neck-black-t-shirt/p/itm25f8a042df20c?pid=TSHH7ZDNEXXQTNJP&lid=LSTTSHH7ZDNEXXQTNJPPMOOKN&marketplace=FLIPKART&store=clo%2Fash&srno=b_12_460&otracker=browse&fm=organic&iid=571ff5ab-9738-4ece-974d-ffbcc824b245.TSHH7ZDNEXXQTNJP.SEARCH&ppt=None&ppn=None&ssid=cmyjw5w7m80000001769929044793,12,82.48,824,Budget,1
"Pack of 2 Men Striped Polo Neck Cotton Blend Green, Mul...",rggarment,421,1699,75,Hot Deal,https://www.flipkart.com/rggarment-striped-men-polo-neck-green-multicolor-t-shirt/p/itm31059ead53f93?pid=TSHH5FZ4YXVHTXKJ&lid=LSTTSHH5FZ4YXVHTXKJIWBTKL&marketplace=FLIPKART&store=clo%2Fash&srno=b_12_461&otracker=browse&fm=organic&iid=en_8la2azlqBUSyMBtK-bR-VsU3dZCUknT6T16nEtNk6b3MqdxAmg0FH8eXBo-YUAGEUUSp2g_BKCD0kIQzUV66RfUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=cmyjw5w7m80000001769929044793,12,75.22,1278,Budget,1
Pack of 3 Men Solid Round Neck Cotton Blend Multicolor ...,BLIVE,475,1999,76,Hot Deal,https://www.flipkart.com/blive-solid-men-round-neck-multicolor-t-shirt/p/itm2efe30e830368?pid=TSHH7ZEGYTGCVTG8&lid=LSTTSHH7ZEGYTGCVTG8W945VX&marketplace=FLIPKART&store=clo%2Fash&srno=b_12_462&otracker=browse&fm=organic&iid=en_8la2azlqBUSyMBtK-bR-VsU3dZCUknT6T16nEtNk6b1zCgmWm5AYBUk3NkbEIRTqHh3j_aqZZTQ5HK_JrxUt7o06z3QAm4-AoFL_C4Jep-g%3D&ppt=None&ppn=None&ssid=cmyjw5w7m80000001769929044793,12,76.24,1524,Budget,1
Men Regular Fit Solid Spread Collar Casual Shirt,WOXEN,350,2099,83,"Buy 2 items, save extra 5%",https://www.flipkart.com/woxen-men-solid-casual-white-shirt/p/itm422770813eb85?pid=SHTGXAZZCKK4HPPF&lid=LSTSHTGXAZZCKK4HPPFBFG964&marketplace=FLIPKART&store=clo%2Fash&srno=b_12_463&otracker=browse&fm=organic&iid=571ff5ab-9738-4ece-974d-ffbcc824b245.SHTGXAZZCKK4HPPF.SEARCH&ppt=None&ppn=None&ssid=cmyjw5w7m80000001769929044793,12,83.33,1749,Budget,1
Men Slim Fit Checkered Formal Shirt,PARK AVENUE,883,1699,48,Hot Deal,https://www.flipkart.com/park-avenue-men-checkered-formal-purple-shirt/p/itmfd8d4f835bc46?pid=SHTGZ3P4S5ZXFTCZ&lid=LSTSHTGZ3P4S5ZXFTCZBUXFRP&marketplace=FLIPKART&store=clo%2Fash&srno=b_12_464&otracker=browse&fm=organic&iid=571ff5ab-9738-4ece-974d-ffbcc824b245.SHTGZ3P4S5ZXFTCZ.SEARCH&ppt=None&ppn=None&ssid=cmyjw5w7m80000001769929044793,12,48.03,816,Premium,0
Men Slim Fit Self Design Spread Collar Casual Shirt,PEARL OCEAN,328,999,67,Hot Deal,https://www.flipkart.com/pearl-ocean-men-self-design-casual-black-shirt/p/itm649b9877287ac?pid=SHTG9YS6BC5JEDPY&lid=LSTSHTG9YS6BC5JEDPYDJHC6A&marketplace=FLIPKART&store=clo%2Fash&srno=b_12_465&otracker=browse&fm=organic&iid=en_8la2azlqBUSyMBtK-bR-VsU3dZCUknT6T16nEtNk6b1tIKD5LrfXwpcyToIZemceHy69wQ7u8toNfjgbYkRRTw%3D%3D&ppt=None&ppn=None&ssid=cmyjw5w7m80000001769929044793,12,67.17,671,Budget,1
Men Solid Polo Neck Polyester Green T-Shirt,VeBNoR,237,999,76,Hot Deal,https://www.flipkart.com/vebnor-solid-men-polo-neck-green-t-shirt/p/itm82280a58b2e05?pid=TSHGYMQMYZEAXKQA&lid=LSTTSHGYMQMYZEAXKQAUACBXL&marketplace=FLIPKART&store=clo%2Fash&srno=b_12_466&otracker=browse&fm=organic&iid=571ff5ab-9738-4ece-974d-ffbcc824b245.TSHGYMQMYZEAXKQA.SEARCH&ppt=None&ppn=None&ssid=cmyjw5w7m80000001769929044793,12,76.28,762,Budget,1
Men Solid Polo Neck Polyester Blue T-Shirt,3BROS,246,999,75,Hot Deal,https://www.flipkart.com/3bros-solid-men-polo-neck-blue-t-shirt/p/itm448f44473c415?pid=TSHH9PCNWX8BU8EY&lid=LSTTSHH9PCNWX8BU8EYDMPFXT&marketplace=FLIPKART&store=clo%2Fash&srno=b_12_467&otracker=browse&fm=organic&iid=en_8la2azlqBUSyMBtK-bR-VsU3dZCUknT6T16nEtNk6b3X9Dvn4DP-8TGYGiNbOyr1jNr68YvFglFThRNhN_mkPg%3D%3D&ppt=None&ppn=None&ssid=cmyjw5w7m80000001769929044793,12,75.38,753,Budget,1
Men Solid Mandarin Collar Cotton Blend Black T-Shirt,TRIPR,212,1999,89,Hot Deal,https://www.flipkart.com/tripr-solid-men-mandarin-collar-black-t-shirt/p/itm7dd5187e59102?pid=TSHHFKDVHNHZEZPA&lid=LSTTSHHFKDVHNHZEZPAUD2PN3&marketplace=FLIPKART&store=clo%2Fash&srno=b_12_468&otracker=browse&fm=organic&iid=en_8la2azlqBUSyMBtK-bR-VsU3dZCUknT6T16nEtNk6b0VSpLX3xPJP_SaSv8Kk4p63cXnCtVFOxvQtyjguC8ZNg1kFuKnWaINrJqv3pKVKuU%3D&ppt=None&ppn=None&ssid=cmyjw5w7m80000001769929044793,12,89.39,1787,Budget,1
Men Regular Fit Solid Spread Collar Casual Shirt,RAHUL LOOK,253,1499,83,Hot Deal,https://www.flipkart.com/rahul-look-men-solid-casual-grey-shirt/p/itm27d9b9c4a4320?pid=SHTGZD82R2RWCGHD&lid=LSTSHTGZD82R2RWCGHDOYP3C7&marketplace=FLIPKART&store=clo%2Fash&srno=b_12_469&otracker=browse&fm=organic&iid=571ff5ab-9738-4ece-974d-ffbcc824b245.SHTGZD82R2RWCGHD.SEARCH&ppt=None&ppn=None&ssid=cmyjw5w7m80000001769929044793,12,83.12,1246,Budget,1
Men Regular Fit Solid Casual Shirt,VeBNoR,252,999,74,Hot Deal,https://www.flipkart.com/vebnor-men-solid-casual-black-shirt/p/itm81c4c37fbb9de?pid=SHTH7N7JHX7Z72GW&lid=LSTSHTH7N7JHX7Z72GWVDCSA9&marketplace=FLIPKART&store=clo%2Fash&srno=b_12_470&otracker=browse&fm=organic&iid=571ff5ab-9738-4ece-974d-ffbcc824b245.SHTH7N7JHX7Z72GW.SEARCH&ppt=None&ppn=None&ssid=cmyjw5w7m80000001769929044793,12,74.77,747,Budget,1
Men Regular Fit Striped Spread Collar Formal Shirt,MILDIN,446,1999,77,Hot Deal,https://www.flipkart.com/mildin-men-striped-formal-grey-shirt/p/itm76b19011532d7?pid=SHTH9XDWWJUWXJGP&lid=LSTSHTH9XDWWJUWXJGPGYMUGK&marketplace=FLIPKART&store=clo%2Fash&srno=b_12_471&otracker=browse&fm=organic&iid=en_8la2azlqBUSyMBtK-bR-VsU3dZCUknT6T16nEtNk6b2XSI4n5YQB2ts641GSIB62m7VUyCU4r_T6YnguXZWF2g%3D%3D&ppt=None&ppn=None&ssid=cmyjw5w7m80000001769929044793,12,77.69,1553,Budget,1
Self Design Men Round Neck Polycotton Grey T-Shirt,METRONAUT,265,1999,86,No Offer,https://www.flipkart.com/metronaut-self-design-men-round-neck-grey-t-shirt/p/itmd93c1fad3a0ed?pid=TSHGMGFWR6JVTNFG&lid=LSTTSHGMGFWR6JVTNFGQKBWGE&marketplace=FLIPKART&store=clo%2Fash&srno=b_12_472&otracker=browse&fm=organic&iid=en_8la2azlqBUSyMBtK-bR-VsU3dZCUknT6T16nEtNk6b01dBNqeb1tTBmCNwg96wA0nNzOr8qDzET2MNg6ixeh1fUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=cmyjw5w7m80000001769929044793,12,86.74,1734,Budget,1
Men Solid Round Neck Polyester Maroon T-Shirt,VeBNoR,232,999,76,Hot Deal,https://www.flipkart.com/vebnor-solid-men-round-neck-maroon-t-shirt/p/itmd497aaae5a424?pid=TSHH7X69V9VM6T33&lid=LSTTSHH7X69V9VM6T33NJWXRN&marketplace=FLIPKART&store=clo%2Fash&srno=b_12_473&otracker=browse&fm=organic&iid=571ff5ab-9738-4ece-974d-ffbcc824b245.TSHH7X69V9VM6T33.SEARCH&ppt=None&ppn=None&ssid=cmyjw5w7m80000001769929044793,12,76.78,767,Budget,1
Men Regular Fit Checkered Spread Collar Casual Shirt,WOXEN,340,2499,86,"Buy 2 items, save extra 5%",https://www.flipkart.com/woxen-men-checkered-casual-light-green-shirt/p/itmb5ecc0ad302e0?pid=SHTH4GG8CRFFBAAS&lid=LSTSHTH4GG8CRFFBAASTRK6GJ&marketplace=FLIPKART&store=clo%2Fash&srno=b_12_474&otracker=browse&fm=organic&iid=571ff5ab-9738-4ece-974d-ffbcc824b245.SHTH4GG8CRFFBAAS.SEARCH&ppt=None&ppn=None&ssid=cmyjw5w7m80000001769929044793,12,86.39,2159,Budget,1
Men Regular Fit Checkered Button Down Collar Casual Shi...,RED TAPE,629,3499,82,Hot Deal,https://www.flipkart.com/red-tape-men-checkered-casual-dark-blue-grey-shirt/p/itm39f07276ea8ec?pid=SHTGYDJ839QWT5TK&lid=LSTSHTGYDJ839QWT5TKZX6CPK&marketplace=FLIPKART&store=clo%2Fash&srno=b_12_475&otracker=browse&fm=organic&iid=en_8la2azlqBUSyMBtK-bR-VsU3dZCUknT6T16nEtNk6b1-_Fixj6JwQpOTFabNwK3P4yhDb1NLOwP9LZH6qzIchDaXAI15xQIPam6Hsx54Dy4%3D&ppt=None&ppn=None&ssid=cmyjw5w7m80000001769929044793,12,82.02,2870,Premium,1
"Pack of 2 Men Solid Round Neck Polyester Maroon, Grey T...",EyeBogler,408,2499,83,Hot Deal,https://www.flipkart.com/eyebogler-solid-men-round-neck-maroon-grey-t-shirt/p/itm137cf6495551f?pid=TSHH82GZVBEPRSPR&lid=LSTTSHH82GZVBEPRSPRFKRCQF&marketplace=FLIPKART&store=clo%2Fash&srno=b_12_476&otracker=browse&fm=organic&iid=571ff5ab-9738-4ece-974d-ffbcc824b245.TSHH82GZVBEPRSPR.SEARCH&ppt=None&ppn=None&ssid=cmyjw5w7m80000001769929044793,12,83.67,2091,Budget,1
"Men Striped Round Neck Polyester Grey, White T-Shirt",Force,243,1999,87,Hot Deal,https://www.flipkart.com/force-striped-men-round-neck-grey-white-t-shirt/p/itm18766c14e265d?pid=TSHH6TZKK6GDWGXX&lid=LSTTSHH6TZKK6GDWGXXBIQBLD&marketplace=FLIPKART&store=clo%2Fash&srno=b_12_477&otracker=browse&fm=organic&iid=en_8la2azlqBUSyMBtK-bR-VsU3dZCUknT6T16nEtNk6b3H-bW6XDmGJGnGI86Red0XTLP-Pmb2Tn_PFByBC8C4kg%3D%3D&ppt=None&ppn=None&ssid=cmyjw5w7m80000001769929044793,12,87.84,1756,Budget,1
Men Solid Henley Neck Polycotton Blue T-Shirt,N AND J,276,699,60,"Buy 2 items, save extra 5%",https://www.flipkart.com/n-j-solid-men-henley-neck-blue-t-shirt/p/itmc1f2f077b0ff2?pid=TSHGQWZ7VSA7GTZB&lid=LSTTSHGQWZ7VSA7GTZBCZ5HJ8&marketplace=FLIPKART&store=clo%2Fash&srno=b_12_478&otracker=browse&fm=organic&iid=en_8la2azlqBUSyMBtK-bR-VsU3dZCUknT6T16nEtNk6b06Jz3kQvTzxK_b7xTbmV37W1YvwJGaBOoJZE3APHVfYvUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=cmyjw5w7m80000001769929044793,12,60.52,423,Budget,1
Men Solid Round Neck Pure Cotton Dark Blue T-Shirt,Roadster,185,499,62,Hot Deal,https://www.flipkart.com/roadster-solid-men-round-neck-dark-blue-t-shirt/p/itm8795c9eab1d77?pid=TSHFKG98DNKC43CS&lid=LSTTSHFKG98DNKC43CSB6VXVL&marketplace=FLIPKART&store=clo%2Fash&srno=b_12_479&otracker=browse&fm=organic&iid=571ff5ab-9738-4ece-974d-ffbcc824b245.TSHFKG98DNKC43CS.SEARCH&ppt=None&ppn=None&ssid=cmyjw5w7m80000001769929044793,12,62.93,314,Budget,1
Men Self Design Round Neck Cotton Blend Black T-Shirt,HADAR,228,1999,88,"Buy 2 items, save extra 5%",https://www.flipkart.com/hadar-self-design-men-round-neck-black-t-shirt/p/itm811917472adad?pid=TSHH4XEVS3YP6YBD&lid=LSTTSHH4XEVS3YP6YBDMUQ0KI&marketplace=FLIPKART&store=clo%2Fash&srno=b_12_480&otracker=browse&fm=organic&iid=571ff5ab-9738-4ece-974d-ffbcc824b245.TSHH4XEVS3YP6YBD.SEARCH&ppt=None&ppn=None&ssid=cmyjw5w7m80000001769929044793,12,88.59,1771,Budget,1
Men Regular Fit Solid Casual Shirt,Congo Fit,431,999,56,"Buy 2 items, save extra 5%",https://www.flipkart.com/congo-fit-men-solid-casual-light-blue-shirt/p/itm72c9cbcacad51?pid=SHTHJGPERC6ZAVZH&lid=LSTSHTHJGPERC6ZAVZHM7DU1B&marketplace=FLIPKART&store=clo%2Fash&srno=b_13_481&otracker=browse&fm=organic&iid=en_Zr_r9zxdvTi0bDdOCOeF3FqG2w3FbuiFSjFWUlVzI_TpMTlOfM8hbPgztdn6FsegeKiRm8Yd57JAncB0HfDw3Q%3D%3D&ppt=None&ppn=None&ssid=t5arpyrnds0000001769929049315,13,56.86,568,Budget,1
Pack of 4 Men Solid Round Neck Cotton Blend Multicolor ...,TRIPR,459,1999,77,"Buy 2 items, save extra 5%",https://www.flipkart.com/tripr-solid-men-round-neck-multicolor-t-shirt/p/itmbdcd52a2172b8?pid=TSHH7USMSJHNXAWQ&lid=LSTTSHH7USMSJHNXAWQVAAK7N&marketplace=FLIPKART&store=clo%2Fash&srno=b_13_482&otracker=browse&fm=organic&iid=en_Zr_r9zxdvTi0bDdOCOeF3FqG2w3FbuiFSjFWUlVzI_QJKntwF5bzK52qH5f48UY-dxIICzLGXjDsfQbXFeHSmIQEIsITtCzc4bHaOMTqL08%3D&ppt=None&ppn=None&ssid=t5arpyrnds0000001769929049315,13,77.04,1540,Budget,1
"Men Self Design, Striped Polo Neck Cotton Blend White, ...",EyeBogler,265,1299,79,Hot Deal,https://www.flipkart.com/eyebogler-self-design-striped-men-polo-neck-white-black-pink-t-shirt/p/itmbb79c6167f454?pid=TSHGA4MHK6CFK6GQ&lid=LSTTSHGA4MHK6CFK6GQRQAE2N&marketplace=FLIPKART&store=clo%2Fash&srno=b_13_483&otracker=browse&fm=organic&iid=2c6c04a5-bf90-4162-9f3e-ab9ad2a56c6b.TSHGA4MHK6CFK6GQ.SEARCH&ppt=None&ppn=None&ssid=t5arpyrnds0000001769929049315,13,79.6,1034,Budget,1
Men Regular Fit Striped Spread Collar Formal Shirt,MILDIN,446,1999,77,Hot Deal,https://www.flipkart.com/mildin-men-striped-formal-grey-shirt/p/itm76b19011532d7?pid=SHTH9XDWWJUWXJGP&lid=LSTSHTH9XDWWJUWXJGPGYMUGK&marketplace=FLIPKART&store=clo%2Fash&srno=b_13_484&otracker=browse&fm=organic&iid=2c6c04a5-bf90-4162-9f3e-ab9ad2a56c6b.SHTH9XDWWJUWXJGP.SEARCH&ppt=None&ppn=None&ssid=t5arpyrnds0000001769929049315,13,77.69,1553,Budget,1
Men Solid Polo Neck Polyester Navy Blue T-Shirt,N AND J,266,799,66,Hot Deal,https://www.flipkart.com/n-j-solid-men-polo-neck-navy-blue-t-shirt/p/itm31cdf23c41b76?pid=TSHGTUHXDZMBYGQG&lid=LSTTSHGTUHXDZMBYGQGVLJFNT&marketplace=FLIPKART&store=clo%2Fash&srno=b_13_485&otracker=browse&fm=organic&iid=en_Zr_r9zxdvTi0bDdOCOeF3FqG2w3FbuiFSjFWUlVzI_SkyJVACI0d9QtCpkix3J0C23-t89_F_ACNrZG-i_yZ-Q%3D%3D&ppt=None&ppn=None&ssid=t5arpyrnds0000001769929049315,13,66.71,533,Budget,1
Men Solid Zip Neck Polyester Green T-Shirt,TECHNOSPORT,478,559,14,No Offer,https://www.flipkart.com/technosport-solid-men-zip-neck-green-t-shirt/p/itmb0c89fc882f23?pid=TSHH6BB9UYVDRQCY&lid=LSTTSHH6BB9UYVDRQCYPJVWSK&marketplace=FLIPKART&store=clo%2Fash&srno=b_13_486&otracker=browse&fm=organic&iid=2c6c04a5-bf90-4162-9f3e-ab9ad2a56c6b.TSHH6BB9UYVDRQCY.SEARCH&ppt=None&ppn=None&ssid=t5arpyrnds0000001769929049315,13,14.49,81,Budget,0
Self Design Men Round Neck Polycotton Dark Green T-Shir...,METRONAUT,235,1999,88,Hot Deal,https://www.flipkart.com/metronaut-self-design-men-round-neck-dark-green-t-shirt/p/itm620c29b9beba4?pid=TSHGMGFWK5SSMFAU&lid=LSTTSHGMGFWK5SSMFAUN8YVAG&marketplace=FLIPKART&store=clo%2Fash&srno=b_13_487&otracker=browse&fm=organic&iid=en_Zr_r9zxdvTi0bDdOCOeF3FqG2w3FbuiFSjFWUlVzI_QCfM9nzDzaBmfkcUTO-hS4EV4i3NEsjtmHilBBh8of8g%3D%3D&ppt=None&ppn=None&ssid=t5arpyrnds0000001769929049315,13,88.24,1764,Budget,1
Men Solid Polo Neck Polyester Purple T-Shirt,N AND J,263,799,67,Hot Deal,https://www.flipkart.com/n-j-solid-men-polo-neck-purple-t-shirt/p/itma67d8119c5ec0?pid=TSHH6XYXVAH6W4CH&lid=LSTTSHH6XYXVAH6W4CH6HJ4IV&marketplace=FLIPKART&store=clo%2Fash&srno=b_13_488&otracker=browse&fm=organic&iid=en_Zr_r9zxdvTi0bDdOCOeF3FqG2w3FbuiFSjFWUlVzI_TIsrgi9NP-YRnf0vMBnlw1LGwDrHmcFu3mXlOX0HtPtw%3D%3D&ppt=None&ppn=None&ssid=t5arpyrnds0000001769929049315,13,67.08,536,Budget,1
Men Colorblock Henley Neck Polyester Multicolor T-Shirt,GARBLY,248,1299,80,Hot Deal,https://www.flipkart.com/garbly-colorblock-men-henley-neck-multicolor-t-shirt/p/itmd52ba7d4b763b?pid=TSHH6HY2QHCKZDCW&lid=LSTTSHH6HY2QHCKZDCWYL1PP4&marketplace=FLIPKART&store=clo%2Fash&srno=b_13_489&otracker=browse&fm=organic&iid=2c6c04a5-bf90-4162-9f3e-ab9ad2a56c6b.TSHH6HY2QHCKZDCW.SEARCH&ppt=None&ppn=None&ssid=t5arpyrnds0000001769929049315,13,80.91,1051,Budget,1
Men Slim Fit Solid Spread Collar Casual Shirt,Dennis Lingo,499,1849,73,Hot Deal,https://www.flipkart.com/dennis-lingo-men-solid-casual-grey-shirt/p/itm6b1f6df41a9cd?pid=SHTFTHGC3KTSAX8C&lid=LSTSHTFTHGC3KTSAX8CRT14UE&marketplace=FLIPKART&store=clo%2Fash&srno=b_13_490&otracker=browse&fm=organic&iid=2c6c04a5-bf90-4162-9f3e-ab9ad2a56c6b.SHTFTHGC3KTSAX8C.SEARCH&ppt=None&ppn=None&ssid=t5arpyrnds0000001769929049315,13,73.01,1350,Budget,1
Men Regular Fit Solid Button Down Collar Casual Shirt,RED TAPE,665,3599,81,Hot Deal,https://www.flipkart.com/red-tape-men-solid-casual-cream-shirt/p/itm0156fcde4db3c?pid=SHTGYGFYUZZV4VCA&lid=LSTSHTGYGFYUZZV4VCA4GVYJP&marketplace=FLIPKART&store=clo%2Fash&srno=b_13_491&otracker=browse&fm=organic&iid=en_Zr_r9zxdvTi0bDdOCOeF3FqG2w3FbuiFSjFWUlVzI_TCEW__ESeDeUYtt9ALrTuwd9Wm7nG2heOEzkWWmpdSuYnfEY2D5bWfIUmTlXs_oiU%3D&ppt=None&ppn=None&ssid=t5arpyrnds0000001769929049315,13,81.52,2934,Premium,1
Men Self Design Zip Neck Polycotton Black T-Shirt,KAJARU,336,999,66,"Buy 2 items, save extra 5%",https://www.flipkart.com/kajaru-self-design-men-zip-neck-black-t-shirt/p/itmfac6653d99aa4?pid=TSHHGFPZFKEPMWSU&lid=LSTTSHHGFPZFKEPMWSUL8DW7A&marketplace=FLIPKART&store=clo%2Fash&srno=b_13_492&otracker=browse&fm=organic&iid=en_Zr_r9zxdvTi0bDdOCOeF3FqG2w3FbuiFSjFWUlVzI_TYAkrUX5gc8bsjqn95YxKpYXU0fADx2sir5lbQO2Mu-Q%3D%3D&ppt=None&ppn=None&ssid=t5arpyrnds0000001769929049315,13,66.37,663,Budget,1
Men Regular Fit Self Design Spread Collar Casual Shirt,VeBNoR,211,999,78,Hot Deal,https://www.flipkart.com/vebnor-men-self-design-casual-black-shirt/p/itm68d26ac2cdb80?pid=SHTH9DHZQYRDDNXE&lid=LSTSHTH9DHZQYRDDNXEO2PRGU&marketplace=FLIPKART&store=clo%2Fash&srno=b_13_493&otracker=browse&fm=organic&iid=2c6c04a5-bf90-4162-9f3e-ab9ad2a56c6b.SHTH9DHZQYRDDNXE.SEARCH&ppt=None&ppn=None&ssid=t5arpyrnds0000001769929049315,13,78.88,788,Budget,1
Solid Men Polo Neck Polycotton White T-Shirt,METRONAUT By Flipkart,240,1999,87,Hot Deal,https://www.flipkart.com/metronaut-solid-men-polo-neck-white-t-shirt/p/itm788d02ab6e071?pid=TSHGMJANG7CQUBQC&lid=LSTTSHGMJANG7CQUBQC9E1YPK&marketplace=FLIPKART&store=clo%2Fash&srno=b_13_494&otracker=browse&fm=organic&iid=2c6c04a5-bf90-4162-9f3e-ab9ad2a56c6b.TSHGMJANG7CQUBQC.SEARCH&ppt=None&ppn=None&ssid=t5arpyrnds0000001769929049315,13,87.99,1759,Budget,1
Men Regular Fit Solid Casual Shirt,Feel high,393,1299,69,Hot Deal,https://www.flipkart.com/feel-high-men-solid-casual-white-black-shirt/p/itm9fd6c341bb8a8?pid=SHTGGC233MB8JANZ&lid=LSTSHTGGC233MB8JANZTNPMQT&marketplace=FLIPKART&store=clo%2Fash&srno=b_13_495&otracker=browse&fm=organic&iid=en_Zr_r9zxdvTi0bDdOCOeF3FqG2w3FbuiFSjFWUlVzI_QR-luIZGtN6GdsXo5bFdIuWgIavL9PENtMF-XIuDP0zA%3D%3D&ppt=None&ppn=None&ssid=t5arpyrnds0000001769929049315,13,69.75,906,Budget,1
Men Printed Round Neck Cotton Blend Navy Blue T-Shirt,Smosh,213,1999,89,Hot Deal,https://www.flipkart.com/smosh-printed-men-round-neck-navy-blue-t-shirt/p/itme48cbdc98d1c5?pid=TSHH5QAGXSKZZFB2&lid=LSTTSHH5QAGXSKZZFB28P53FF&marketplace=FLIPKART&store=clo%2Fash&srno=b_13_496&otracker=browse&fm=organic&iid=2c6c04a5-bf90-4162-9f3e-ab9ad2a56c6b.TSHH5QAGXSKZZFB2.SEARCH&ppt=None&ppn=None&ssid=t5arpyrnds0000001769929049315,13,89.34,1786,Budget,1
Men Regular Fit Solid Button Down Collar Formal Shirt,DEEMOON,360,1499,75,"Buy 2 items, save extra 5%",https://www.flipkart.com/deemoon-men-solid-formal-pink-shirt/p/itm389495269b40a?pid=SHTH7ECYTSQPGXBQ&lid=LSTSHTH7ECYTSQPGXBQYQGZYZ&marketplace=FLIPKART&store=clo%2Fash&srno=b_13_497&otracker=browse&fm=organic&iid=en_Zr_r9zxdvTi0bDdOCOeF3FqG2w3FbuiFSjFWUlVzI_RB50YjfoBWQBPMdrj_0YC_Wu3Ti8SBxm5jNmpaH7WD4A%3D%3D&ppt=None&ppn=None&ssid=t5arpyrnds0000001769929049315,13,75.98,1139,Budget,1
"Pack of 4 Men Solid Round Neck Polyester Silver, Blue, ...",FTX,392,1499,73,Hot Deal,https://www.flipkart.com/ftx-solid-men-round-neck-silver-blue-black-grey-t-shirt/p/itm39275afebb5b2?pid=TSHGEMGVQZ2TS6MF&lid=LSTTSHGEMGVQZ2TS6MFIZ62F2&marketplace=FLIPKART&store=clo%2Fash&srno=b_13_498&otracker=browse&fm=organic&iid=en_Zr_r9zxdvTi0bDdOCOeF3FqG2w3FbuiFSjFWUlVzI_Q-QaKxQfUmwkRSnSUNI_PUFdBmz43k3aQBD_aUNZj2FvUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=t5arpyrnds0000001769929049315,13,73.85,1107,Budget,1
Men Regular Fit Solid Spread Collar Casual Shirt,METRONAUT,273,1999,86,Hot Deal,https://www.flipkart.com/metronaut-men-solid-casual-pink-shirt/p/itmb444e0d8113f9?pid=SHTGZW8PMGKDVEU3&lid=LSTSHTGZW8PMGKDVEU3ZHZZRT&marketplace=FLIPKART&store=clo%2Fash&srno=b_13_499&otracker=browse&fm=organic&iid=2c6c04a5-bf90-4162-9f3e-ab9ad2a56c6b.SHTGZW8PMGKDVEU3.SEARCH&ppt=None&ppn=None&ssid=t5arpyrnds0000001769929049315,13,86.34,1726,Budget,1
Men Solid Polo Neck Polyester Black T-Shirt,TB Blue,288,1099,73,Hot Deal,https://www.flipkart.com/tb-blue-solid-men-polo-neck-black-t-shirt/p/itm49d83e4c16b5c?pid=TSHH2NATBFZEKRZM&lid=LSTTSHH2NATBFZEKRZMKVQCNA&marketplace=FLIPKART&store=clo%2Fash&srno=b_13_500&otracker=browse&fm=organic&iid=2c6c04a5-bf90-4162-9f3e-ab9ad2a56c6b.TSHH2NATBFZEKRZM.SEARCH&ppt=None&ppn=None&ssid=t5arpyrnds0000001769929049315,13,73.79,811,Budget,1
"Pack of 2 Men Striped Polo Neck Cotton Blend Green, Mul...",rggarment,421,1699,75,Hot Deal,https://www.flipkart.com/rggarment-striped-men-polo-neck-green-multicolor-t-shirt/p/itm31059ead53f93?pid=TSHH5FZ4YXVHTXKJ&lid=LSTTSHH5FZ4YXVHTXKJIWBTKL&marketplace=FLIPKART&store=clo%2Fash&srno=b_13_501&otracker=browse&fm=organic&iid=en_Zr_r9zxdvTi0bDdOCOeF3FqG2w3FbuiFSjFWUlVzI_RZ5tJLQGhg8Xw7HQ9Sr4jgUUSp2g_BKCD0kIQzUV66RfUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=t5arpyrnds0000001769929049315,13,75.22,1278,Budget,1
Pack of 3 Men Solid Round Neck Cotton Blend Multicolor ...,BLIVE,475,1999,76,Hot Deal,https://www.flipkart.com/blive-solid-men-round-neck-multicolor-t-shirt/p/itm2efe30e830368?pid=TSHH7ZEGYTGCVTG8&lid=LSTTSHH7ZEGYTGCVTG8W945VX&marketplace=FLIPKART&store=clo%2Fash&srno=b_13_502&otracker=browse&fm=organic&iid=en_Zr_r9zxdvTi0bDdOCOeF3FqG2w3FbuiFSjFWUlVzI_QeEWS7sMIQBGrtwGfU9Z03zOqSPpKIiYMqimp_DyylXo06z3QAm4-AoFL_C4Jep-g%3D&ppt=None&ppn=None&ssid=t5arpyrnds0000001769929049315,13,76.24,1524,Budget,1
"Pack of 2 Men Colorblock Round Neck Cotton Blend Black,...",HIGHLANCETSHIRT,381,1799,78,Hot Deal,https://www.flipkart.com/highlancetshirt-colorblock-men-round-neck-black-white-t-shirt/p/itm552ffd7f1bf0e?pid=TSHGEVTDQRPCFASX&lid=LSTTSHGEVTDQRPCFASXMMFYPL&marketplace=FLIPKART&store=clo%2Fash&srno=b_13_503&otracker=browse&fm=organic&iid=2c6c04a5-bf90-4162-9f3e-ab9ad2a56c6b.TSHGEVTDQRPCFASX.SEARCH&ppt=None&ppn=None&ssid=t5arpyrnds0000001769929049315,13,78.82,1418,Budget,1
