discount_pct
70.17
66.17
77.04
69.37
90.4
71.47
89.49
76.28
66.71
82.66
86.49
66.71
65.04
83.33
69.75
82.92
87.94
73.85
73.77
58.36
84.09
88.69
87.39
77.98
77.69
0.1
53.93
87.84
88.19
83.68
87.99
76.24
88.19
86.19
82.51
85.19
73.72
81.51
77.73
88.85
56.86
77.04
85.09
78.08
67.17
82.25
88.24
67.08
79.49
81.91
67.08
66.27
84.59
88.24
69.75
73.67
66.37
81.52
83.33
68.07
73.85
75.22
86.1
77.99
76.24
82.66
67.17
75.38
78.58
89.44
87.84
61.42
86.1
84.31
89.39
82.99
77.98
86.74
73.73
79.84
77.04
67.17
77.98
75.52
88.24
77.08
56.86
67.08
74.97
89.09
67.08
66.27
69.47
82.73
89.74
69.37
66.37
69.75
88.48
66.07
81.52
75.98
75.68
75.08
75.22
85.49
73.85
76.24
79.12
81.12
82.02
75.38
70.47
85.32
67.17
82.87
85.99
61.42
79.9
88.85
70.17
66.17
83.07
79.16
77.04
78.78
90.4
71.47
81.52
77.73
66.71
69.75
76.28
71.01
66.71
87.69
87.94
84.09
58.36
66.07
88.69
77.69
75.98
65.04
87.84
71.03
73.85
86.49
76.38
84.99
87.99
53.93
58.38
75.08
73.72
0.1
76.24
82.51
89.44
70.47
70.17
66.17
68.47
71.05
77.04
69.47
90.4
71.47
77.99
82.25
66.71
69.75
76.48
14.93
66.71
86.34
86.49
87.94
56.41
87.34
84.09
88.69
75.45
85.92
77.69
85.8
87.84
73.85
84.59
85.32
53.93
76.24
79.98
76.78
73.72
62.4
87.99
82.51
88.59
82.83
56.86
77.04
66.89
83.49
67.17
62.22
88.24
67.08
78.05
82.25
66.27
66.37
60.86
77.39
69.75
86.19
81.52
75.98
84.05
70.97
86.99
75.22
70.47
75.8
73.85
77.45
76.24
82.02
81.57
87.8
67.17
75.38
60.03
87.94
61.42
70.47
87.84
89.39
88.79
77.98
56.86
77.04
89.89
88.99
66.71
86.34
88.24
67.08
86.3
73.37
66.37
81.52
67.63
77.98
69.75
88.85
75.98
75.22
41.03
79.54
73.85
76.24
89.49
80.37
67.17
82.99
75.38
77.69
78.99
82.48
61.42
89.39
64.94
60.09
85.99
75.68
87.84
86.74
77.98
87.6
56.86
77.04
76.28
87.73
66.71
88.85
88.24
67.08
77.14
74.12
66.37
81.52
63.64
69.17
69.75
73.38
75.22
73.85
73.37
84.06
76.24
82.02
69.98
11.14
67.17
79.49
75.38
77.69
77.98
76.12
61.42
89.39
67.29
81.32
87.84
75.38
86.74
76.24
85.26
77.14
56.86
77.04
88.84
69.45
66.71
80.54
88.24
67.08
77.78
69.47
81.52
66.37
76.28
88.99
69.75
79.49
75.98
73.85
71.01
74.17
76.24
67.17
60.04
78.24
75.38
73.01
61.42
77.69
61.46
61.04
89.39
87.84
77.99
88.24
86.74
77.84
82.02
60.52
60.03
75.32
56.86
77.04
69.47
76.28
67.17
88.34
88.24
67.08
88.34
88.99
66.27
66.37
79.12
72.04
81.52
88.99
69.75
75.98
67.13
75.38
73.85
67.08
74.17
77.98
75.22
80.43
76.24
67.17
83.91
80.29
75.38
61.42
75.38
82.86
89.39
82.29
87.84
86.74
82.27
71.01
70.17
66.17
88.99
73.67
77.04
71.97
90.4
71.47
71.01
78.65
66.71
69.75
86.72
61.36
86.49
80.08
66.71
87.94
78.92
82.18
87.99
84.09
79.98
82.15
88.69
87.39
73.85
77.69
73.98
76.83
87.84
53.93
82.73
82.86
87.99
77.36
76.24
82.51
69.47
85.19
56.86
77.04
88.74
82.66
66.71
76.52
88.24
67.08
83.74
71.27
81.52
66.37
81.06
30.57
69.75
88.7
75.98
73.85
85.32
82.48
75.22
76.24
83.33
48.03
67.17
76.28
75.38
89.39
83.12
74.77
77.69
86.74
76.78
86.39
82.02
83.67
87.84
60.52
62.93
88.59
56.86
77.04
79.6
77.69
66.71
14.49
88.24
67.08
80.91
73.01
81.52
66.37
78.88
87.99
69.75
89.34
75.98
73.85
86.34
73.79
75.22
76.24
78.82
73.04
67.17
55.03
75.38
61.42
56.81
65.38
89.39
85.99
74.2
53.92
