discount_pct
86.74
84.86
87.84
82.02
73.01
70.21
56.86
77.04
60.65
86.49
66.71
73.05
88.24
67.08
86.09
82.87
81.52
66.37
88.99
89.24
73.85
43.02
69.75
75.98
53.46
81.98
75.22
76.24
84.37
79.98
67.17
87.84
75.38
61.42
81.99
76.48
89.39
77.69
69.98
79.15
85.99
35.04
86.74
76.24
14.49
88.24
56.86
77.04
73.72
87.37
67.17
78.6
88.24
67.08
77.05
43.02
67.08
66.27
82.87
81.68
81.52
72.47
66.37
73.85
82.29
75.21
69.75
75.98
70.21
77.69
75.22
86.44
76.24
67.17
76.62
74.77
75.38
61.42
77.68
73.01
89.39
75.54
87.84
86.74
75.18
76.08
77.04
67.17
77.72
71.01
56.86
81.48
88.24
67.08
83.27
78.44
67.08
66.27
73.97
84.68
66.37
85.23
81.52
73.85
66.97
79.38
69.75
75.98
75.38
88.99
75.22
41.04
76.24
67.17
84.32
81.51
75.38
61.42
32.02
83.54
89.39
80.27
85.99
77.69
77.08
88.24
56.86
77.04
71.01
76.52
67.17
90.48
88.24
67.08
67.77
84.53
67.08
66.27
69.98
88.99
73.85
67.17
66.37
81.52
71.01
61.66
69.75
75.98
81.6
81.89
86.99
88.29
75.22
76.24
77.49
68.1
82.02
67.17
74.37
75.28
75.38
74.12
61.42
89.39
70.59
77.08
56.86
77.04
83.27
32.02
66.71
73.97
88.24
67.08
85.23
74.87
81.52
66.37
66.97
79.38
73.85
67.17
69.75
75.98
73.86
84.32
86.99
75.22
77.65
86.27
76.24
79.14
82.02
67.17
50.02
84.32
75.38
61.42
14.93
80.27
89.39
75.8
77.69
85.99
88.24
77.08
56.86
77.04
50.02
71.01
67.17
86.49
88.24
67.08
77.18
70.61
67.08
66.27
83.59
86.34
66.37
71.01
81.52
73.85
83.8
73.01
69.75
75.98
79.28
88.34
75.22
82.41
76.24
67.17
78.48
57.09
75.38
61.42
71.01
76.52
89.39
90.48
87.84
86.74
84.46
67.77
70.17
66.17
64.93
72.07
77.04
70.59
71.47
66.71
86.68
57.46
69.75
66.71
78.29
81.22
86.99
85.62
87.94
87.99
88.04
61.13
84.09
73.85
80.99
85.79
88.69
73.01
77.69
87.84
85.1
83.39
87.99
53.93
75.98
86.69
86.49
78.44
76.24
82.51
60.86
87.55
70.17
66.17
41.03
72.95
77.04
86.34
71.47
66.71
83.8
77.98
66.71
69.75
74.3
77.08
87.94
74.02
73.85
84.09
79.06
63.76
88.69
77.69
76.52
80.19
87.84
74.27
87.99
76.24
82.54
79.57
82.51
86.49
79.37
66.28
81.51
73.97
82.51
89.39
71.47
81.57
56.86
77.04
78.19
58.16
66.71
88.21
67.08
73.85
88.24
72.04
81.52
66.37
55.8
83.09
69.75
71.27
75.98
75.22
78.96
68.97
76.24
67.17
88.74
76.65
75.38
76.16
61.42
89.39
74.87
71.01
77.69
76.24
69.34
88.81
86.74
83.37
87.84
82.02
83.99
80.14
56.86
77.04
45.04
82.25
66.71
71.01
88.24
73.85
0.07
57.04
81.52
66.37
79.78
78.6
69.75
71.04
75.98
75.22
73.98
76.07
76.24
67.17
66.28
72.83
75.38
61.55
61.42
89.39
79.98
81.83
77.69
76.24
88.99
82.78
86.74
74.45
82.02
60.52
87.33
75.98
56.86
77.04
71.02
75.13
67.17
84.88
88.24
67.08
69.98
75.38
66.27
81.52
93.09
82.06
66.37
81.73
69.75
75.98
75.08
73.01
89.49
67.08
69.07
63.76
86.99
87.6
67.17
75.38
78.88
85.74
61.42
89.39
89.74
66.27
76.24
82.58
77.69
86.74
86.72
58.92
77.04
67.17
84.18
64.66
56.86
55.04
88.24
67.08
86.34
78.21
66.27
81.52
84.48
64.93
66.37
76.82
69.75
75.98
67.8
63.04
75.22
76.24
80.6
73.69
67.17
64.08
75.38
61.42
73.99
84.07
89.39
77.69
17.09
57.82
86.74
69.98
87.84
82.02
67.47
77.09
